facility_name,facility_type_code,facility_type,address,city,zip_code,county,latitude,longitude,trauma_center_flag,fips_county_code,is_primary_care,is_hospital,is_emergency_department_proxy,has_valid_coordinates
HIGH STAR HOME HEALTH,HHA,HOME HEALTH AGENCY,"22024 LASSEN ST, SUITE 121",CHATSWORTH,91311,Los Angeles,34.249419,-118.6068645,,6037,False,False,False,True
HIGH VALLEY LODGE,SNF,SKILLED NURSING FACILITY,7912 TOPLEY LN,SUNLAND,91040,Los Angeles,34.255143,-118.305036,,6037,False,False,False,True
"HIGHLAND HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,334 N PACIFIC AVE,GLENDALE,91203,Los Angeles,34.151022,-118.264365,,6037,False,False,False,True
"HIGHLAND HOME HEALTHCARE, INC.",HHA,HOME HEALTH AGENCY,"8671 WILSHIRE BLVD, SUITE 606",BEVERLY HILLS,90211,Los Angeles,34.066647,-118.3806675,,6037,False,False,False,True
"HIGHLAND HOSPICE, INC.",HOSPICE,HOSPICE,"21220 DEVONSHIRE ST, SUITE 211",CHATSWORTH,91311,Los Angeles,34.25691401,-118.594494,,6037,False,False,False,True
HIGHLAND PARK SKILLED NURSING & WELLNESS CENTRE,SNF,SKILLED NURSING FACILITY,5125 MONTE VISTA ST,LOS ANGELES,90042,Los Angeles,34.108344,-118.201644,,6037,False,False,False,True
HIGHLIGHT HOME HEALTH,HHA,HOME HEALTH AGENCY,"14412 FRIAR ST, SUITE 204",VAN NUYS,91401,Los Angeles,34.18535586,-118.4471081,,6037,False,False,False,True
"HIGHMARK HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,"2707 E VALLEY BLVD, SUITE 209",WEST COVINA,91792,Los Angeles,34.00312746,-117.8876002,,6037,False,False,False,True
HILL HOME HEALTH,HHA,HOME HEALTH AGENCY,"6368 VAN NUYS BLVD, UNIT L",VAN NUYS,91401,Los Angeles,34.18626739,-118.4482884,,6037,False,False,False,True
HILLCREST HOME HEALTH INC,HHA,HOME HEALTH AGENCY,"331 ARDEN AVE, SUITE 200",GLENDALE,91203,Los Angeles,34.158672,-118.259433,,6037,False,False,False,True
"HILLHAVEN HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,"7840 FOOTHILL BLVD, SUITE K",SUNLAND,91040,Los Angeles,34.259265,-118.304019,,6037,False,False,False,True
"HILLHURST HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,"1670 HILLHURST AVE, SUITE 202",LOS ANGELES,90027,Los Angeles,34.10145,-118.287216,,6037,False,False,False,True
"HILLHURST HOSPICE, INC.",HOSPICE,HOSPICE,"1670 HILLHURST AVE, SUITE 203",LOS ANGELES,90027,Los Angeles,34.10145,-118.287216,,6037,False,False,False,True
"HILLSIDE HOME HEALTH, INC",HHA,HOME HEALTH AGENCY,"20969 VENTURA BLVD, SUITE 213",WOODLAND HILLS,91364,Los Angeles,34.166763,-118.590093,,6037,False,False,False,True
HIRAYA HEALTHCARE INC,HHA,HOME HEALTH AGENCY,"21220 DEVONSHIRE ST, SUITE 210",CHATSWORTH,91311,Los Angeles,34.256916,-118.594485,,6037,False,False,False,True
HK HOME HEALTH,HHA,HOME HEALTH AGENCY,"300 N 3RD ST, SUITE 250",BURBANK,91502,Los Angeles,34.183872,-118.3095765,,6037,False,False,False,True
HMS ADHCC,ADHC,ADULT DAY HEALTH CARE,740 E WASHINGTON BLVD,PASADENA,91104,Los Angeles,34.168653,-118.135188,,6037,False,False,False,True
"HOAG ORTHOPEDIC INSTITUTE SURGERY CENTER BEVERLY HILLS, LLC",ASC,SURGICAL CLINIC,"9090 WILSHIRE BLVD, SUITE 102",BEVERLY HILLS,90211,Los Angeles,34.06670398,-118.389418,,6037,False,False,False,True
HOLDING HANDS HOSPICE,HOSPICE,HOSPICE,"3169 BARBARA CT, SUITE F",LOS ANGELES,90068,Los Angeles,34.127784,-118.3472505,,6037,False,False,False,True
HOLIDAY MANOR CARE CENTER,SNF,SKILLED NURSING FACILITY,20554 ROSCOE BLVD,WINNETKA,91306,Los Angeles,34.219368,-118.5816195,,6037,False,False,False,True
"HOLISTIC CARE HOSPICE AND PALLIATIVE SERVICES, INC.",HOSPICE,HOSPICE,"7037 LAUREL CANYON BLVD, SUITE 102",NORTH HOLLYWOOD,91605,Los Angeles,34.198794,-118.39671,,6037,False,False,False,True
"HOLISTIC HOME HEALTH SERVICES, INC",HHA,HOME HEALTH AGENCY,"12444 VICTORY BLVD, SUITE 310",NORTH HOLLYWOOD,91606,Los Angeles,34.186446,-118.40454,,6037,False,False,False,True
"HOLISTIC HOSPICE AND PALLIATIVE CARE, INC.",HOSPICE,HOSPICE,"105 W. ALAMEDA AVE., SUITE 218",BURBANK,91502,Los Angeles,34.17139143,-118.3031245,,6037,False,False,False,True
"HOLISTIC HOSPICE CARE SERVICES, INC",HOSPICE,HOSPICE,"1616 VICTORY BLVD, SUITE 202",GLENDALE,91201,Los Angeles,34.15995,-118.299186,,6037,False,False,False,True
HOLLENBECK PALMS,SNF,SKILLED NURSING FACILITY,573 S BOYLE AVE,LOS ANGELES,90033,Los Angeles,34.04034,-118.219977,,6037,False,False,False,True
"HOLLY HOME HEALTH SERVICES, INC.",HHA,HOME HEALTH AGENCY,"21006 DEVONSHIRE ST, SUITE 207",CHATSWORTH,91311,Los Angeles,34.256817,-118.5913485,,6037,False,False,False,True
"HOLLY TRINITY HOSPICE, INC.",HOSPICE,HOSPICE,"6340 NORTH COLDWATER CANYON AVENUE, SUITE 203",NORTH HOLLYWOOD,91606,Los Angeles,34.18614149,-118.4136321,,6037,False,False,False,True
"HOLLYCARE HOME HEALTH, INC",HHA,HOME HEALTH AGENCY,"11100 VALLEY BOULEVARD, SUITE 340-09",EL MONTE,91731,Los Angeles,34.07351101,-118.0336554,,6037,False,False,False,True
HOLLYWOOD DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,5108 W SUNSET BLVD,LOS ANGELES,90027,Los Angeles,34.097958,-118.3009545,,6037,False,False,False,True
"HOLLYWOOD HEALTH SERVICES, INC.",HHA,HOME HEALTH AGENCY,"4312 WOODMAN AVE, SUITE 201",SHERMAN OAKS,91423,Los Angeles,34.16370901,-118.521313,,6037,False,False,False,True
"HOLLYWOOD HOME HEALTH CARE, INC",HHA,HOME HEALTH AGENCY,"4711 OAKWOOD AVE, SUITE 205",LOS ANGELES,90004,Los Angeles,34.077618,-118.309698,,6037,False,False,False,True
HOLLYWOOD HOME HEALTH SERVICES,HHA,HOME HEALTH AGENCY,"4640 LANKERSHIM BLVD., SUITE 100",NORTH HOLLYWOOD,91602,Los Angeles,34.155027,-118.3682475,,6037,False,False,False,True
HOLLYWOOD HOSPICE,HOSPICE,HOSPICE,"4640 LANKERSHIM BLVD, SUITE 110",NORTH HOLLYWOOD,91602,Los Angeles,34.15503298,-118.36799,,6037,False,False,False,True
HOLLYWOOD PREMIER HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,5401 FOUNTAIN AVE,LOS ANGELES,90029,Los Angeles,34.095105,-118.307331,,6037,False,False,False,True
"HOLLYWOOD PREMIUM HOME CARE, INC.",HHA,HOME HEALTH AGENCY,"1110 N WESTERN AVE, SUITE 109",LOS ANGELES,90029,Los Angeles,34.091298,-118.308798,,6037,False,False,False,True
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,1300 N VERMONT AVE,LOS ANGELES,90027,Los Angeles,34.096221,-118.290582,,6037,False,True,True,True
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER D/P SNF,SNF,SKILLED NURSING FACILITY,4636 FOUNTAIN AVE,LOS ANGELES,90029,Los Angeles,34.095249,-118.2908655,,6037,False,False,False,True
HOLLYWOOD SUNSET FREE CLINIC,FREEC,PRIMARY CARE CLINIC,3324 W SUNSET BLVD,LOS ANGELES,90026,Los Angeles,34.087041,-118.275813,,6037,True,False,False,True
HOLT DIALYSIS CENTER INC,ESRD/CDC,CHRONIC DIALYSIS CLINIC,"550 INDIAN HILL BLVD, SUITE 100",POMONA,91767,Los Angeles,34.06405463,-117.7184069,,6037,False,False,False,True
"HOLY ANGEL HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,"3470 WILSHIRE BLVD, SUITE 641 & 642",LOS ANGELES,90010,Los Angeles,34.061274,-118.299519,,6037,False,False,False,True
HOLY CARE HOME HEALTH & PALLIATIVE CARE,HHA,HOME HEALTH AGENCY,"13758 VICTORY BLVD, SUITE 210",VAN NUYS,91401,Los Angeles,34.186491,-118.433259,,6037,False,False,False,True
"HOLY CARE HOSPICE, INC.",HOSPICE,HOSPICE,"13758 VICTORY BLVD, SUITE 200",VAN NUYS,91401,Los Angeles,34.186491,-118.433259,,6037,False,False,False,True
"HOLY CROSS HOSPICE, INC.",HOSPICE,HOSPICE,"28 N OAK AVE, SUITE 201",PASADENA,91107,Los Angeles,34.146468,-118.1073195,,6037,False,False,False,True
HOLY INFANT HOME CARE,HHA,HOME HEALTH AGENCY,791 MARYLIND AVE,CLAREMONT,91711,Los Angeles,34.10883,-117.699381,,6037,False,False,False,True
HOLY INFANT HOME ICF/DD-N,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,4710 KENMORE AVE,BALDWIN PARK,91706,Los Angeles,34.09794632,-117.9746593,,6037,False,False,False,True
"HOLY LIGHT HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,"300 N 3RD ST, SUITE 302",BURBANK,91502,Los Angeles,34.18386899,-118.309575,,6037,False,False,False,True
HOLY SAVER HOSPICE INC.,HOSPICE,HOSPICE,"14011 VENTURA BLVD, SUITE 405E",SHERMAN OAKS,91423,Los Angeles,34.149276,-118.437768,,6037,False,False,False,True
HOME & HEART HEALTHCARE,HHA,HOME HEALTH AGENCY,"10723 SHERMAN WAY, UNIT B",SUN VALLEY,91352,Los Angeles,34.201431,-118.3641255,,6037,False,False,False,True
HOME AVENUE ADULT DAY HEALTH CARE CENTER,ADHC,ADULT DAY HEALTH CARE,8114 TELEGRAPH RD,DOWNEY,90240,Los Angeles,33.96779603,-118.1165109,,6037,False,False,False,True
"HOME CARE EXCELLENCE HEALTH SERVICES, INC.",HHA,HOME HEALTH AGENCY,"10900 183RD ST, SUITE 190",CERRITOS,90703,Los Angeles,33.865074,-118.1021715,,6037,False,False,False,True
HOME CARE OF SOCAL,HHA,HOME HEALTH AGENCY,"27201 TOURNEY RD, SUITE 201R",VALENCIA,91355,Los Angeles,34.41699,-118.577601,,6037,False,False,False,True
"HOME CARE SOLUTIONS, INC",HHA,HOME HEALTH AGENCY,"21618 GOLDEN TRIANGLE RD, SUITE 201",SANTA CLARITA,91350,Los Angeles,34.41522179,-118.5138416,,6037,False,False,False,True
HOME HEALTH 101 INC.,HHA,HOME HEALTH AGENCY,"424 W COLORADO ST, SUITE 104",GLENDALE,91204,Los Angeles,34.14233645,-118.262089,,6037,False,False,False,True
"HOME HEALTH 4U, INC.",HHA,HOME HEALTH AGENCY,"15650 DEVONSHIRE ST, SUITE 200",GRANADA HILLS,91344,Los Angeles,34.257078,-118.4736015,,6037,False,False,False,True
"HOME HEALTH BEST CARE SERVICES, INC. DBA LIFELINK@HOME",HHA,HOME HEALTH AGENCY,"554 E FOOTHILL BLVD, SUITE 107",SAN DIMAS,91773,Los Angeles,34.122483,-117.7966035,,6037,False,False,False,True
HOME HEALTH CARE DYNASTY,HHA,HOME HEALTH AGENCY,"4730 WOODMAN AVE, SUITE 304",SHERMAN OAKS,91423,Los Angeles,34.156629,-118.4310315,,6037,False,False,False,True
"HOME HEALTH CARE OF THE EAST, INC.",HHA,HOME HEALTH AGENCY,"11911 ARTESIA BLVD, SUITE 206B",CERRITOS,90701,Los Angeles,33.87357,-118.079649,,6037,False,False,False,True
"HOME HEALTH CARE ORGANIZATION, INC.",HHA,HOME HEALTH AGENCY,"644 W BROADWAY, SUITE 102",GLENDALE,91204,Los Angeles,34.146477,-118.268613,,6037,False,False,False,True
HOME HEALTH CARE PROS INC,HHA,HOME HEALTH AGENCY,"444 IRVING DR, SUITE 203B",BURBANK,91504,Los Angeles,34.200252,-118.3272705,,6037,False,False,False,True
"HOME HEALTH INTEGRATED SERVICES, INC.",HHA,HOME HEALTH AGENCY,704 S MAIN ST,BURBANK,91506,Los Angeles,34.166583,-118.312902,,6037,False,False,False,True
HOME HEALTH OF THE VALLEY,HHA,HOME HEALTH AGENCY,"12444 VICTORY BLVD, SUITE 210A",NORTH HOLLYWOOD,91606,Los Angeles,34.186446,-118.40454,,6037,False,False,False,True
HOME HEALTH OF VENTURA INC,HHA,HOME HEALTH AGENCY,"9420 TOPANGA CANYON BLVD, SUITE 202",CHATSWORTH,91311,Los Angeles,34.278336,-118.8751725,,6037,False,False,False,True
"HOME HEALTH PLUS SERVICES, INC.",HHA,HOME HEALTH AGENCY,"900 S FIRST AVENUE, SUITE H",ARCADIA,91006,Los Angeles,34.130313,-118.027818,,6037,False,False,False,True
"HOME HEALTH PROFESSIONALS, INC.",HHA,HOME HEALTH AGENCY,"14558 SYLVAN ST, SUITE 202",VAN NUYS,91411,Los Angeles,34.184502,-118.4507415,,6037,False,False,False,True
"HOME HEALTH SERVICES OF CALIFORNIA, INC.",HHA,HOME HEALTH AGENCY,"611 S CATALINA ST, SUITE 318",LOS ANGELES,90005,Los Angeles,34.063182,-118.2955275,,6037,False,False,False,True
HOME HEALTH SERVICES OF SO-CAL INCORPORATED,HHA,HOME HEALTH AGENCY,"3414 W VICTORY BLVD, SUITE C2",BURBANK,91505,Los Angeles,34.184448,-118.348497,,6037,False,False,False,True
HOME LIFE HEALTHCARE,HHA,HOME HEALTH AGENCY,"12444 VICTORY BLVD, SUITE 111",NORTH HOLLYWOOD,91606,Los Angeles,34.186446,-118.40454,,6037,False,False,False,True
"HOME OF COMPASSION, INC.",CLHF,CONGREGATE LIVING HEALTH FACILITY,13276 TERRA BELLA ST,PACOIMA,91331,Los Angeles,34.255395,-118.4218155,,6037,False,False,False,True
HOME REHABILITATION HEALTH CARE AGENCY,HHA,HOME HEALTH AGENCY,"644 EAST REGENT STREET, UNIT 101",INGLEWOOD,90301,Los Angeles,33.964227,-118.345041,,6037,False,False,False,True
HOMEBOUND HEALTH CARE SERVICES,HHA,HOME HEALTH AGENCY,"9010 CORBIN AVE, SUITE 18",NORTHRIDGE,91324,Los Angeles,34.234443,-118.560771,,6037,False,False,False,True
HOMEBRIDGE HEALTH CARE,HHA,HOME HEALTH AGENCY,"14545 FRIAR ST, SUITE 399-1",VAN NUYS,91411,Los Angeles,34.185816,-118.4503365,,6037,False,False,False,True
"HOMEBRIDGE HOSPICE, INC.",HOSPICE,HOSPICE,"127 S BRAND BLVD, SUITE 226",GLENDALE,91204,Los Angeles,34.145289,-118.255455,,6037,False,False,False,True
HOMEDIC HOSPICE CARE,HOSPICE,HOSPICE,"358 E OLIVE AVE, UNIT 102",BURBANK,91502,Los Angeles,34.182711,-118.306404,,6037,False,False,False,True
HOMELESS HEALTH CARE,COMTYC,PRIMARY CARE CLINIC,"6551 VAN NUYS BLVD, SUITE 201",VAN NUYS,91401,Los Angeles,34.189803,-118.449,,6037,True,False,False,True
"HOMELINE HOSPICE, INC",HOSPICE,HOSPICE,"700 N BRAND BLVD, SUITE 240",GLENDALE,91203,Los Angeles,34.15711798,-118.2539,,6037,False,False,False,True
"HOMELIVING HEALTH PROVIDERS, INC.",HHA,HOME HEALTH AGENCY,"18321 VENTURA BLVD, SUITE 780",TARZANA,91356,Los Angeles,34.167798,-118.531377,,6037,False,False,False,True
HOMEREACH HOSPICE,HOSPICE,HOSPICE,"2250 OBISPO AVE, SUITE 101",SIGNAL HILLS,90755,Los Angeles,33.7970385,-118.1545211,,6037,False,False,False,True
HOMESIDE HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,"21208 COSTANSO ST, SUITE 3",WOODLAND HILLS,91364,Los Angeles,34.166295,-118.595097,,6037,False,False,False,True
HOMESTEAD HOME HEALTH INC,HHA,HOME HEALTH AGENCY,"1122 E GREEN ST, SUITE 212",PASADENA,91106,Los Angeles,34.144389,-118.127313,,6037,False,False,False,True
"HONEST HOME CARE, INC.",HHA,HOME HEALTH AGENCY,"411 N CENTRAL AVE, SUITE 320",GLENDALE,91203,Los Angeles,34.15248,-118.258308,,6037,False,False,False,True
HONEST HOME HEALTH CARE SERVICES INC,HHA,HOME HEALTH AGENCY,"4221 WILSHIRE BLVD, SUITE 170-16",LOS ANGELES,90010,Los Angeles,34.062201,-118.320696,,6037,False,False,False,True
"HONEST HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,"18570 SHERMAN WAY, SUITE G",RESEDA,91335,Los Angeles,34.200963,-118.5384285,,6037,False,False,False,True
HONEST HOSPICE,HOSPICE,HOSPICE,"8622 RESEDA BLVD., SUITE 218",NORTHRIDGE,91324,Los Angeles,34.227198,-118.535661,,6037,False,False,False,True
HONEYWELL HOME HEALTH CARE INC,HHA,HOME HEALTH AGENCY,"17050 CHATSWORTH ST, UNIT 101B",GRANADA HILLS,91344,Los Angeles,34.264044,-118.5039945,,6037,False,False,False,True
"HONOLULU HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,2956 HONOLULU AVE,GLENDALE,91214,Los Angeles,34.21352702,-118.243784,,6037,False,False,False,True
HONOR HOME HEALTH INC,HHA,HOME HEALTH AGENCY,"14547 TITUS ST, SUITE 212A",PANORAMA CITY,91402,Los Angeles,34.219854,-118.45017,,6037,False,False,False,True
HOPE & CARE HOSPICE,HOSPICE,HOSPICE,"183 N HILL AVE, SUITE 204",PASADENA,91106,Los Angeles,34.14933,-118.121706,,6037,False,False,False,True
"HOPE & LIGHT HOSPICE, INC.",HOSPICE,HOSPICE,"14545 FRIAR ST, SUITE 175",VAN NUYS,91411,Los Angeles,34.185816,-118.4503365,,6037,False,False,False,True
HOPE & PEACE HOSPICE CARE INC,HOSPICE,HOSPICE,"135 S JACKSON ST, SUITE 102",GLENDALE,91205,Los Angeles,34.14566512,-118.2501658,,6037,False,False,False,True
"HOPE FORT HOSPICE CARE, INC.",HOSPICE,HOSPICE,"124 E SANTA FE AVE, SUITE 202",AZUSA,91702,Los Angeles,34.13511,-117.906984,,6037,False,False,False,True
HOPE HAVEN HOME HEALTH INC,HHA,HOME HEALTH AGENCY,"1800 BROADVIEW DR, SUITE 261-Q",GLENDALE,91208,Los Angeles,34.20417046,-118.2276593,,6037,False,False,False,True
HOPE HEART HOME HEALTH,HHA,HOME HEALTH AGENCY,"7200 VINELAND AVE, UNIT 202",SUN VALLEY,91352,Los Angeles,34.201683,-118.370115,,6037,False,False,False,True
"HOPE HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,"500 E OLIVE AVE, SUITE 760",BURBANK,91501,Los Angeles,34.18466,-118.304669,,6037,False,False,False,True
"HOPE INTERNATIONAL HOSPICE, INC.",HOSPICE,HOSPICE,"20705 S WESTERN AVE, SUITE 112",TORRANCE,90501,Los Angeles,33.842646,-118.3103505,,6037,False,False,False,True
HOPE PLUS HEALTH CARE,HHA,HOME HEALTH AGENCY,"21044 SHERMAN WAY, SUITE 230",CANOGA PARK,91303,Los Angeles,34.200846,-118.5920595,,6037,False,False,False,True
"HOPE STAR HOSPICE CARE, INC.",HOSPICE,HOSPICE,"1010 N CENTRAL AVE, SUITE 420",GLENDALE,91202,Los Angeles,34.160026,-118.256822,,6037,False,False,False,True
"HOPEFUL HEARTS HOSPICE, INC",HOSPICE,HOSPICE,"20246 SATICOY ST, SUITE 203",WINNETKA,91306,Los Angeles,34.208118,-118.5747705,,6037,False,False,False,True
HORIZON AID INC,HHA,HOME HEALTH AGENCY,"639 S GLENWOOD PL, UNIT 103",BURBANK,91506,Los Angeles,34.165341,-118.314144,,6037,False,False,False,True
HORIZON CMHC,CMHC,PSYCHOLOGY CLINIC,"20201 SHERMAN WAY, SUITE 109",WINNETKA,91306,Los Angeles,34.201854,-118.573083,,6037,False,False,False,True
"HORIZON HOME CARE, INC.",HHA,HOME HEALTH AGENCY,"12440 FIRESTONE BLVD, SUITE 205",NORWALK,90650,Los Angeles,33.904908,-118.0683855,,6037,False,False,False,True
HORIZON MEDICAL HOME HEALTH,HHA,HOME HEALTH AGENCY,"2920 W OLIVE AVE, SUITE 215",BURBANK,91505,Los Angeles,34.157331,-118.333287,,6037,False,False,False,True
HORIZON PREGNANCY CLINIC,COMTYC,PRIMARY CARE CLINIC,"261 E WILLOW ST, #C",LONG BEACH,90806,Los Angeles,33.806484,-118.1899395,,6037,True,False,False,True
HORIZON VIEW HOSPICE INC,HOSPICE,HOSPICE,"232 N LAKE AVE, SUITE 225",PASADENA,91101,Los Angeles,34.150005,-118.13193,,6037,False,False,False,True
"HOSPICE AND PALLIATIVE CARE OF CALIFORNIA, INC",HOSPICE,HOSPICE,"1007 N LAKE AVE, SUITE A",PASADENA,91104,Los Angeles,34.163235,-118.13283,,6037,False,False,False,True
"HOSPICE BEST CARE, INC.",HOSPICE,HOSPICE,"417 S SAN GABRIEL BLVD, UNIT D",SAN GABRIEL,91776,Los Angeles,34.09718063,-118.0910005,,6037,False,False,False,True
"HOSPICE CARE, INC.",HOSPICE,HOSPICE,"15826 VENTURA BLVD, SUITE 223",ENCINO,91436,Los Angeles,34.15527,-118.478592,,6037,False,False,False,True
"HOSPICE GROUP OF SOUTHERN CALIFORNIA, INC.",HOSPICE,HOSPICE,"7041 OWENSMOUTH AVE, SUITE 202",CANOGA PARK,91303,Los Angeles,34.198569,-118.601901,,6037,False,False,False,True
HOSPICE HOME OF SO CAL,HOSPICE,HOSPICE,"14542 VENTURA BLVD, SUITE 202",SHERMAN OAKS,91403,Los Angeles,34.150995,-118.450179,,6037,False,False,False,True
HOSPICE NUMBER 10 INC,HOSPICE,HOSPICE,"7621 INDUSTRY AVE, SUITE 2B",PICO RIVERA,90660,Los Angeles,33.979355,-118.112988,,6037,False,False,False,True
HOSPICE NUMBER 11 INC,HOSPICE,HOSPICE,"1276 E COLORADO BLVD, SUITE 211",PASADENA,91106,Los Angeles,34.14563,-118.12424,,6037,False,False,False,True
HOSPICE NUMBER 12 INC,HOSPICE,HOSPICE,"7621 INDUSTRY AVE, UNIT 3C",PICO RIVERA,90660,Los Angeles,33.979355,-118.112988,,6037,False,False,False,True
HOSPICE OF 1ST CHOICE INC.,HOSPICE,HOSPICE,"7311 VAN NUYS BLVD, UNIT 15",VAN NUYS,91405,Los Angeles,34.203366,-118.449,,6037,False,False,False,True
HOSPICE OF BEST CHOICE CORP.,HOSPICE,HOSPICE,"539 N GLENOAKS BLVD, SUITE 202",BURBANK,91502,Los Angeles,34.18635699,-118.311043,,6037,False,False,False,True
"HOSPICE OF GENTLE CARE, INC.",HOSPICE,HOSPICE,"6637 SAN FERNANDO RD, UNIT B",GLENDALE,91201,Los Angeles,34.1694605,-118.2935956,,6037,False,False,False,True
HOSPICE OF GRACE AND PALLIATIVE CARE INC,HOSPICE,HOSPICE,"351 E FOOTHILL BLVD, SUITE 250",ARCADIA,91006,Los Angeles,34.15116318,-118.0214634,,6037,False,False,False,True
"HOSPICE OF NATION, INC",HOSPICE,HOSPICE,"11835 W OLYMPIC BLVD, SUITE 830E",LOS ANGELES,90064,Los Angeles,34.033014,-118.4511915,,6037,False,False,False,True
HOSPICE OF PRESBYTERIAN,HOSPICE,HOSPICE,15050 IMPERIAL HWY,LA MIRADA,90638,Los Angeles,33.91706615,-118.0098058,,6037,False,False,False,True
"HOSPICE OF PRISTINE CARE, INC.",HOSPICE,HOSPICE,"3455 OCEAN VIEW BLVD, SUITE 100",GLENDALE,91208,Los Angeles,34.201989,-118.2285225,,6037,False,False,False,True
"HOSPICE OF PROVIDENCE, INC.",HOSPICE,HOSPICE,"4533 VAN NUYS BLVD, SUITE 301-B",SHERMAN OAKS,91403,Los Angeles,34.153992,-118.448892,,6037,False,False,False,True
"HOSPICE OF SERENE CARE, INC.",HOSPICE,HOSPICE,"17315 STUDEBAKER RD, SUITE 130",CERRITOS,90703,Los Angeles,33.873318,-118.100151,,6037,False,False,False,True
HOSPICE OF SO-CAL,HOSPICE,HOSPICE,3412 W VICTORY BLVD,BURBANK,91505,Los Angeles,34.18464889,-118.3484189,,6037,False,False,False,True
HOSPICE OF SOUTHERN CALIFORNIA,HOSPICE,HOSPICE,"750 NORTH DIAMOND BAR BOULEVARD, SUITE 202",DIAMOND BAR,91765,Los Angeles,34.03300303,-117.8071026,,6037,False,False,False,True
"HOSPICE OF ST. CLARE, INC.",HOSPICE,HOSPICE,"144 N GLENDALE AVE, SUITE 303",GLENDALE,91206,Los Angeles,34.147917,-118.2462345,,6037,False,False,False,True
"HOSPICE OF ST. GEORGE, INC.",HOSPICE,HOSPICE,"415 E HARVARD ST, SUITE 101",GLENDALE,91205,Los Angeles,34.144785,-118.2505995,,6037,False,False,False,True
HOSPICE OF THE EAST AND PALLIATIVE CARE INC.,HOSPICE,HOSPICE,"11911 ARTESIA BLVD, SUITE 206A",CERRITOS,90701,Los Angeles,33.873687,-118.079712,,6037,False,False,False,True
HOSPICE PLUS INC,HOSPICE,HOSPICE,"15130 VENTURA BLVD, SUITE 324",SHERMAN OAKS,91403,Los Angeles,34.15294899,-118.462773,,6037,False,False,False,True
"HOSPITALITY HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,"210 N PASS AVE, SUITE 203",BURBANK,91505,Los Angeles,34.15315282,-118.3445055,,6037,False,False,False,True
HOT DESERT HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,"2500 E FOOTHILL BLVD, SUITE 401E",PASADENA,91107,Los Angeles,34.14964317,-118.0984168,,6037,False,False,False,True
HOT LINE HOMECARE,HHA,HOME HEALTH AGENCY,"16200 VENTURA BLVD, SUITE 407",ENCINO,91436,Los Angeles,34.15624899,-118.485603,,6037,False,False,False,True
"HOUSE OF FAITH CONGREGATE LIVING, INC.",CLHF,CONGREGATE LIVING HEALTH FACILITY,8500 ROBERT AVE,SUN VALLEY,91352,Los Angeles,34.224255,-118.369071,,6037,False,False,False,True
"HOUSE OF FAITH HOSPICE CARE, INC",HOSPICE,HOSPICE,"9221 CORBIN AVE, SUITE 245 A",NORTHRIDGE,91324,Los Angeles,34.237755,-118.562931,,6037,False,False,False,True
"HOUSE OF HEALTH HOME CARE AGENCY, INC.",HHA,HOME HEALTH AGENCY,"2321 W OLIVE AVE, SUITE A",BURBANK,91506,Los Angeles,34.162371,-118.328733,,6037,False,False,False,True
"HOUSE OF HOPE HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,"324 E FOOTHILL BLVD, SUITE 204B",ARCADIA,91006,Los Angeles,34.15103392,-118.0220465,,6037,False,False,False,True
"HP HOSPICE CARE, INC.",HOSPICE,HOSPICE,"427 W COLORADO ST, SUITE 207",GLENDALE,91204,Los Angeles,34.142787,-118.262142,,6037,False,False,False,True
"HR HOME CARE, INC.",HHA,HOME HEALTH AGENCY,"434 W COLORADO ST, SUITE #200",GLENDALE,91204,Los Angeles,34.142238,-118.2624705,,6037,False,False,False,True
"HR HOSPICE CARE, INC.",HOSPICE,HOSPICE,"8133 SAN FERNANDO RD, SUITE 5",SUN VALLEY,91352,Los Angeles,34.218135,-118.3678965,,6037,False,False,False,True
HRM HEALTH CARE INC,HHA,HOME HEALTH AGENCY,"12444 VICTORY BLVD, SUITE 301-M",NORTH HOLLYWOOD,91606,Los Angeles,34.186446,-118.40454,,6037,False,False,False,True
"HRM HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,"539 N GLENOAKS BLVD, SUITE 303",BURBANK,91502,Los Angeles,34.186356,-118.310976,,6037,False,False,False,True
